index,comment,label,predict
6779,"mềm mướt còn thơm nữa cực yêu
",0,0
8440,"dùng cũng ok đấy còn có cả chức năng soi đèn pin nữa
",0,0
13232,"áo đẹp lắm bé nhà mình giờ thủe hơi rộng hy vọng mùa đông thì vừa
",0,0
7771,"bột thơm split bé ăn nhiều
",0,0
2267,"chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt giao hàng lâu
",0,0
10905,"quá ưng ý
",0,0
5697,"rất thơm rất ưng ý
",0,0
5194,"hết hàng
",1,1
8631,"sản phẩm cũng tốt đóng gói sản phẩm rất đẹp và chắc chắn
",0,0
15995,"sách viết dài dòng lan man khó hiểu không thực tế lắm đôi chỗ còn dịch sai chính tả
",1,1
12871,"cho hỏi shop hàng mình nhận được rồi nhưng mjh không lấy được ngày mjh muốn đổi có được không chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém
",1,1
3154,"khó sử dụng hiệu quả thấp
",1,1
2344,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền nhưng t có ghi chú hướng dẫn sử dụng khoá mà không có thấy sp giống y như hình
",0,0
10801,"giày mặc ôm chân chân gót đi vững đẹp split lót mút bên trong bằng vải thoáng khí êm nhưng mặc cảm thấy nóng chân mình nghĩ chất vải shop chọn lót bên trong giày sợi vải nên mịn và mềm hơn nữa thì chất lượng giày sẽ tuyệt vời hơn
",0,0
15311,"mình đang xài mia2 và thấy bé này với cái giá quá bèo cũng tò mò vì thấy nguồn gốc của nước hàn và quyết định mua thử và thấy bất ngờ về độ êm và độ rung mình cho 7 10 so với miadùng mịa mình phải thay đầu chổi 6th 1 lần và giá đắt hơn cái em hồng xinh này luônbạn nào kh xài tiếc lắm nhé
",0,0
11734,"ok chất
",0,0
10752,"thời gian giao hàng rất nhanh tẩy siêu đẹp lần sau sẽ lại ủng hộ shop
",0,0
657,"sp good thanks
",0,0
102,"ngọt wá cây wá ướt wá tạm được đúng với giá tiền
",1,0
11141,"đóng gói cẩn thận hàng nhận được rất ưng ý
",0,0
2864,"giao sp mẫu khác hoàn toàn mà không báo trước nảncứ nghĩ hàng giá trị thấp thủ tục hoàn trả tốn phímất thời gian nên người mua đành chịu thiệt
",1,1
15632,"hàng đẹp y hình
",0,0
11547,"đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh đặt từ tối hqa thì trưa 15h đã tới sản phẩm được xếp trong thùng vô cùng gọn nhìn rất ưa mắt
",0,0
2467,"dỡ quá chả có thẳng tóc gì cả
",1,1
6472,"sản phẩm như hình chất lượng đóng gói sản phẩm cẩn thận
",0,0
12923,"đẹp trong quá trình vận chuyển bị móp nên hơi tiếc
",0,0
3889,"chất liệu xấu hơn so với các sản phẩm cùng loại cùng giá tiền
",1,1
6808,"vì tiki đóng gói hàng rất cẩn thận không chê vào đâu nhưng sản phẩm bên trong mình thấy rất tệ chỉ thấy vị cay cay mùi của vừng và mùi gì đó nữa mình cũng không rõ chứ không cảm nhận được mùi vị của thịt bò thật sự rất nhạt mình khuyên bạn nào có ý định mua sản phẩm này thì không nên mua
",1,1
14164,"đóng gói sp đẹp không bị vỡ cái nào chất lượng ngon chà bông hơi mặn
",0,0
2676,"that s perfect
",0,0
8292,"đồng hồ bị sao á split không đổi giờ được
",0,1
5830,"chất lượng sản phẩm rất kém không sử dụng được
",1,1
14439,"sản phẩm bên mình mới dùng đã đứt dây rồimình thấy bt
",1,1
2968,"tưởng không đẹp ai ngờ đẹp không tưởnv luôn ạ
",0,0
2095,"combo tinh dầu cam ngọt brazil milaganics 10ml tinh dầu oải hương ấn độ milaganics 10ml không thơm
",1,0
6912,"dùng một lần đã bị chập điện hỏng luôn rồithất vọng quá
",1,1
9622,"thời gian giao hàng rất nhanhnhung sản phẩm không chắc chắn lamko bít có ép nước được không nữa
",0,1
8374,"shop phục vụ không tốt móc hít gì keo chảy ra hết đến lúc dính từng không bám không hài lòng mong shop lưu ý khi chuyển hàng cho khách
",0,1
2805,"rất không đáng tiền split nút ctrl lỗi
",1,1
304,"chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đóng gói không kỹ cho lắm
",0,0
10567,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh split sẽ ủng hộ shop dài dài
",0,0
13911,"không biết chất lượng sp như thế nào nhưng đóng chai cẩu thả nhãn dán photo như hàng ngoài chợ
",0,1
13449,"mình vừa nhận hàng xong bạn chủ shop gói hàng quá kỹ bóc mãi mới ra mình chưa sử dụng sản phẩm nên chưa đánh giá được nhưng nhìn cách gói đồ thế này thì yêu chết đi được rất cẩn thận thời gian giao hàng rất nhanh
",0,0
6532,"đọc đang ở trang 320 xong nó nhảy lên 337 rồi ở trang 352 lại về lại trang 337 nó lặp nội dung và thiếu nội dung rất không hài lòng
",1,1
8730,"chuẩn hàng bitis
",0,0
8517,"làm ăn chán quá
",1,1
13190,"sản phẩm có chỗ bị phai màuđường chỉ may bị rối
",1,1
123,"giày đẹp quá thể ưng lắm lắm sẽ ủng hộ shop dài dài chất đẹp còn hơn cả ảnh nữa yêu yêu
",0,0
13641,"gáy sách bị nhàu bên trong cũng có nhiều trang lỗi có lẽ vì thế mà cuốn này mới giảm giámuốn mua sách với giá gốc để có một cuốn sách hoàn hảo
",1,1
14668,"đọc một vèo 102 bài và không thấy bài nào ấn tượng hết cũng toàn chung chung như những quyển sách khác không tạo được chút động lực hay sự khác biệt gì về mặt nội dungcó thể sách không hay với mình nhưng lại hay với bạn bạn nên mua về đọc và tự cảm nhận nhé đây chỉ là ý kiến cá nhân của mình
",1,1
2751,"mới sài 1 lần thấy da sạch sáng lên được xíu rất đáng tiền thời gian giao hàng hơi chậm
",0,0
6087,"thời gian giao hàng hơi chậm chất lượng sp cũng được
",0,0
3016,"shop lừa đảo đặt 2 hộp nutren junor giao 1 hộp xong hứa hẹn giao 1 hộp còn lại trong khi đó mình thanh toán 2 hộp hiện giờ là gọi không nghe máy
",1,1
15008,"mất đôi lần đặt hàng máy mới về chờ hơi lâu nhưng may mắn máy dùng tốt hàng về tét thử nước đậu đen hạnh nhân sản phẩm khá ngon
",0,0
1698,"yêu shop lắm luôn ạ split ns ch đâng yêu lắm split tư vấn hàg rất ok split mẫu mã hàg đã nhận đẹp lắm chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền shop phục vụ rất tốt thời gian giao hàng rất nhanh
",0,0
13186,"sạc vào nâu
",1,1
795,"sản phẩm tốt này đóng gói kỹ dễ sợ luôn
",0,0
1328,"gút
",0,0
12704,"hàng đẹp chuẩn ảnh
",0,0
10264,"giao cái màu xấu gì đâu
",1,1
902,"giao thiếu hàng
",1,1
14637,"mình mua được chục hôm không thấy bị sao hết 3g vina căng đét
",0,1
4489,"sạc hơi yếu vì chỉ có đầu sạc input 5v 1a nếu ai dùng máy pin từ 3000mah sẽ sạc hơi lâu
",0,0
14268,"sản phẩm ghi tặng túi cầm tay nhưng khi nhận lại không có chưa biết sản phẩm ntn nhưng ban đầu không có ấn tượng tốt
",1,1
14915,"giá cả hợp lý sản phẩm tốt mềm viền lưng bụng cũng mềm nữa giao hàng nhanh
",0,0
5441,"chất lượng tốt hàng rất ok đóng gói sản phẩm rất đẹp và chắc chắn
",0,0
3821,"hàng được giao không đúng theo yêu cầu
",1,1
2595,"đóng gói sản phẩm rất đẹp và chắc chắn giáo hàg nhanh như 1 cơn gió hôm trước đặt hôm sau nhận hàg luôn shop phục vụ rất tốt
",0,0
15490,"chưa dùng nên chưa biết như nào he he
",0,0
6131,"thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời split rất ổn ạ
",0,0
15885,"chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém rất không đáng tiềnmới mua về sử dụng 1lần đã hư không sừ dùng được nữa kêu shop giải quyết th bảo khách này nọ vcl
",1,1
9837,"chất lượng sản phẩm tuyệt vời split shop phục vụ rất tốt và c chủ shop cực kỳ dễ thương split thời gian giao hàng rất nhanh
",0,0
5903,"không thích vì sách dịch ít nội dung áp dụng được
",1,1
3509,"cọ siêu đẹp nên mua
",0,0
4448,"đặt 1mau gửi 1mau
",0,1
977,"chất liệu nó không giống hình ạkeo dán không được kết chặt ạdinh keo bã nữa anoi chug thì cũng không phải tệnhưng em muốn mình mua thời gian lâu dài thì hình thật hàng thậtvi em còn mua rất nhiều mặt hàng ở tại đây mà
",1,1
3222,"không dùng được đợi mãi chả thấy ai về lấy hàng mà trả lại nên thôi
",1,1
2988,"hàng nhận chẳng giống hình đăng từ sau không bao giờ mua của shop này
",1,1
6651,"bánh bẩn mốc mình còn phát hiện mấy con muỗi chết dính bẹp dí vào bánh tởm vãi
",1,1
13058,"hg kém chất lg với cả là không đầy đủ phụ kiện lắp như lục giác tóm lại là không tốt yêu cầu trả hg hoàn tiền
",1,1
12231,"đóng gói cẩn thận shop phục vụ rất tốt
",0,0
7254,"hàng nhìn trên thấy đẹp về thì hãng xấu mò
",1,0
7712,"gương in bị lệch rồi shop
",0,1
1575,"đóng gói đẹp chắc chắc chưa dùng nên chưa bít chất lượng sản pham thế nào nhưg hàng dày dặn đẹp lắm 5sao cho shop tư vấn nhiệt tìh
",0,0
11572,"em rất yêu anh thời gian càng trôi em yêu anh càng nhiều nhưng khi em càng yêu anh thì anh cứ chuyển màu trắng cho em càng ngày càng nhiểu từ hôm nay em quyết định rằng cứ mỗi lần anh đói sử trắng bạch với em em lại vào đây ghi dấu chỗ này 1 điểm để kỉ niệm cho tính yêu của chúng ta
",1,1
1768,"rất không đáng tiền sản phẩm đãua sử dụng đã bị trầy
",1,1
7474,"chất lượng sản phẩm đường may cẩn thận tội mỗi bên shopee lấy hàng lâu quá sẽ ủng hộ shop
",0,0
15082,"vị thơm ngon dễ uống thời gian giao hàng rất nhanh
",0,0
15072,"đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt giá thành cũng rẻ chất lượng thì chưa dùng nên chưa biết
",0,0
6584,"quá tệ mới mua về 2 tuần đã hỏng mong shop xem xét lại và thông cảm cho mình vì mình không có ý xấu gì cả chỉ là khi mua về được 2 tuần thì nó hỏng mà thôi
",1,1
4785,"chất lượng sản phẩm tuyệt vời hàng rất ok shop phục vụ rất tốt split
",0,0
3128,"chất lượng sản phẩm tuyệt vời đẹp sáng tốt
",0,0
1006,"ngon cực không bể nhiều lắm so với mẻ nguyên đã mua lần 2 bịch to chà bá giao hàng cực nhanh
",0,0
8121,"cái thiết kế của fuji không chê vào đâu được mỗi lần cầm máy lên là cảm xúc lại trào dâng ngắm máy thôi cũng đã thấy sướng rồi ăn chơi là phải sướng hehe
",0,1
15104,"hàng xấu quá thời gian giao hàng rất nhanh
",0,0
15662,"chất lượng sản phẩm tuyệt vời rất đáng tiền chất liệu đẹp mềm mịm và đặc biệt là giao hình rất kute mình mua 6 yếm thì được 6 mẫu khác nhau ủng hộ shop dài dài và mong nhận được nhiều ưu đãi của shop
",0,0
11612,"chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền cảm ơn shop nhiều nhé
",0,0
8781,"sp shop này rất ok split cám ơn shop nhiệt tình tư vấn đủ các kiểu
",0,0
15453,"ghế mẫu mã đẹp đang tiền shop phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn
",0,0
828,"thích mua hàng của shop mãi thôi shop bán hàng cực chuẩn chủ shop cực kì dễ thương chuẩn bị và giao hàng rất nhanh đã vậy lại được freeship nữa yêu shop quá muốn rinh cả shop về nhà
",0,0
101,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh lại còn được thêm quà tặng kèm shop phục vụ rất tốt
",0,0
12744,"sản phẩm ok lắm cho shop 5sao
",0,0
4075,"màu nhạt không giống hình ảnh quảng cáo thất vọng đúng kiểu treo đầu dê bán thịt chó chất lượng sản phẩm rất kém
",1,1
640,"đóng gói sản phẩm rất đẹp và chắc chắn split ảnh đẹp sắc nét
",0,0
15820,"shop làm ăn không uy tínbán giá cao hơn cả giá bìa split bìa thì rách split sách thì cũ không màng bọc split nói chung là không hài lòng
",1,1
9245,"sp nhận được chỉ giống kiểu dáng không giống như hình ảnh shop đã đăng đặt hồng giao xanh trả hàng thì mất công nên thực sự không hài lòng lắm về sp nhận được
",1,1
11610,"không có gì để chê từ gói hàng đến chất lượng đều ok mua nhiều rồi chưa bg thất vọng shop
",0,1
16031,"đẹp lắm shop ah thank shop
",0,0
14860,"giày y hình form rất đẹp chất lượng tốt ủng hộ shop
",0,0
10509,"giày giống hình nhưng đi rất đau chân phần da giày rất cứng
",1,0
12603,"giày không giống so với hình chất không được đẹp
",0,1
8271,"chất lượng sản phẩm tuyệt vờihàng nguyên sell đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền
",0,0
3852,"độ hút tốt chất lượng sản phẩm tuyệt vời
",0,0
13768,"mới xài thấy cũng ok lắm nhưng không biết có bền không
",0,0
2214,"tôi chưa nhận được hàng sao đã báo là giao hàng thành công
",1,1
3355,"hộp đựng mỏng nắp hộp không chắc chắn vận chuyển móp méo hết cả nắp
",1,1
12961,"đôi giày nhìn xì đã không xứng đáng với số tiền bỏ ra
",1,1
8593,"máy mới mua về mấy ngày sạc không vào pin tiki có hổ trợ đổi sp mới hay bảo hành ở hãng vậy
",1,1
15178,"mua màu hồng gửi màu trắng làm ăn bê bối quá
",1,1
6216,"ve rỉ gút
",0,1
6165,"hàng rất ưng ý đáng đồng tiền đẹp shop phục vụ tận tình và giao hàng nhanh
",0,0
10662,"chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời ngon lắm mọi người mua nhà mình mua về bán khách khen quá trời
",0,0
9815,"chất liệu đểu mẫu mã xấu không như trên hình lừa gạt
",1,1
3692,"chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói hơi sơ sài
",0,0
11592,"hàng cũng ok mà cái lỗ bỏ dây thì không đk đẹp cho lắm nhưng đi cũng ok
",0,0
1010,"đóng gói đẹp kỹ split thơm nhẹ bảo đảm hàng auth rất hài lòng
",0,0
15018,"đóng gói sản phẩm rất đẹp và chắc chắnchat lượng thì chưa sử dụng chưa bít như thế nào
",0,0
8122,"giao hàng sai sản phẩmmà hôm nay ngày thứ năm rồi cũng chưa giải quyết cho khách hàng nữamua đt 3220 mà giao cái khác
",1,1
15182,"đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chất lượng thì phải chờ thời gian mới biết được
",0,0
5809,"apple hết ý tưởng cho iphone vẫn dậm chân tại chỗ
",1,1
11269,"bị hỏng 1 bên
",1,1
13896,"hàng chất đẹp đi ưng lắm shop
",0,0
10208,"giá rẻ sài được cảm ơn shop
",0,0
2807,"sách khá ổn cũng khá hay sách tuyệt đẹp
",0,0
11976,"chất lượng sản phẩm tuyệt vờiđộ bền thì chưa biết nhưng khá đẹp ấn cũng thích tay với giá như vậy thì rất đáng tiền sẽ ủng hộ shop
",0,0
2616,"thật sự tôi không hài lòng sợ chỉ rất sơ và rít dùng rất khó chịu
",1,1
13398,"giày mã đẹp nhìn ưng lắm chủ shop dễ thương nhiệt tình khi mua còn được tặng kèm wigcap với lá thư nhỏ cutoe nữa 3
",0,0
1090,"bỉm đóng cho con khi tè bị xô bông dùng chán
",1,1
6625,"xinh lắm
",0,0
11134,"hàng tạm ổn so với giá tiền đã bỏ ra split đóng gói rất chắn chắn và giao hàng cũng rất nhanh
",0,0
169,"thời gian giao hàng rất nhanh có 2 áo trùng kiểu
",0,0
5239,"chất liệu da không đẹp
",1,1
13794,"rất không đáng tiền cứng không thấm nước
",1,1
1655,"mình không hiểu sao phím home của máy chỉ có chức năng chuyển đổi themes ngoài ra không có chức năng gì khác khi đang sử dụng ứng dụng muốn thoát nhanh ra ngoài màn hình home screen không được cứ phải bấm back liên tục lúc máy treo đó ứng dụng nào đó bị force close không biết bấm vào đâu để thoát nữahaizz không biết khi nào mới có thể lên ics đây
",1,1
9192,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền túi chân không 2 lớp split
",0,0
10873,"1 số mặt hàng công nghệ của tq không kém gì của thế giới cũng gần như sámung và kém iphone 1 chút mà giá lại rẻnếu ai dùng mang tính chất sử dụng công nghệ mà không cần đánh bóng như sámung và iphone thì sp này là hợp lý tôi ủng hộ sp này
",0,1
11078,"chưa dùng nên chưa dgia bỏ vào ngăn mát tủ lạnh sao khăn vẫn khô rang
",0,0
1807,"chất lượng sản phẩm tuyệt vời giao hàng hơi chậm bù lại bánh ngon
",0,0
2231,"chất lượng sản phẩm tuyệt vời split đóng gói sản phẩm rất đẹp và chắc chắn split shop phục vụ rất tốt split thời gian giao hàng rất nhanh split sẽ ủng hộ shop nhiều nữa
",0,0
6499,"sẽ tiếp tục ủng hộ shop hộp đẹp không bị nát ạ
",0,0
12746,"bàn nhận về bị bể 1 3
",1,1
5950,"tôu chưa ăn bao giờ nghe mọi người nhận xét nhơn cũng tò mò mua thử sao nó hôi quá không thể nào aên được
",1,1
8304,"ngon bổ rẻ
",0,0
9420,"chất lượng sản phẩm rất kém đáo bằng sắt gỉ quá trời
",1,1
3646,"giày rất ok
",0,0
5168,"giao hàng quá lâu từ 30 này mới nhận được mà cùng hn chứ ở xa không nói làm gì
",1,1
15863,"rất thích sp cám ơn shop nhiều
",0,0
2323,"sp rất ok đẹp nhẹ rất hài lòng luôn
",0,0
7182,"hộp quà bị rách ghi là 20 miếng btt mà nhận được 15 miếng đóng gói lỏng lẻo cảm thất thực sự thất vọng về shop sẽ không mua lại lần nữa ở shop này
",1,1
11617,"trà uống cũng được bao bì bằng giấy nhưng bị nhàu làm lậu không khí vào ảnh hưởng đến hương vị trà và sản phẩm bên tiki giáo rất gần ngày hết hạn sử dụng mua bây giờ mà tháng 10 2017 là hết hạn rồi
",1,1
14107,"bắt sóng mạnh
",0,1
5610,"chị chủ dễ thương và có tâm đóng gói rất kỹ bánh ngon lắm 3
",0,0
7652,"hút mạnh bầm hết mặt luôn rồj chất lượng sản phẩm tuyệt vời
",0,0
11436,"shop phục vụ rất kém chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém
",1,1
12010,"shop gói không kỹ móp cả con gàchỉ thì xúc hếtko chắc chắn v đẹp như hìh đăng
",1,0
13138,"sản phẩm tốt rẻ nhưng chất lượng khá ok
",0,0
9392,"đúng vậy con v470 bluetooth cũng trâu không kém cạnh bên cạnh đó bấm chuột logitech rồi thì phải xài nó hoặc hãng cao hơn thôi genius mitsumi dell chắc chưa đến tuổi
",0,1
15964,"shop bán comfort gì kj wa up hjh là có màu xah mà mua rồi gọi về thj không có màu xah
",1,1
7136,"""Không biết các bạn sài ntn. Riêng mình sài thấy rất khác sp nói 5p tẩy đc lông nhưng vẫn k đcđành để 10-15p cũng k đccuối cùng cũng phải lấy lưỡi lam cạo lại lần nữamua sp cũng lâu rồi sài thì nhúm lông ra đc 1 miếnglông không ra đềukhông sạch chổ kia tẩy đc chổ kia thì còn y nguyên. Bây giờ thì sức bằng tay gặp tình trạng bỏng da đầu ngón tay(do dùng ngón tay thoa) rất là đau nhức luônnên có ai dùng sp này đừng nên dùng tay thoa nhé kẻo bị như mình lại khổlần đầu mua lần đầu dùng cũng như lần cuối""
",1,1
6692,"rất nhanh tuyệt
",0,0
2246,"chất lượng sản phẩm tuyệt vời chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém shop phục vụ rất kém rất không đáng tiền thời gian giao hàng rất chậm
",1,1
6826,"hàng nguyên tem nguyên kiện chuẩn split chưa sử dụng nên chưa biết chl thế nào split chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh
",0,0
14635,"hihi mua hàng của shop mấy lần đều thích lắm vì hàng đảm bảo có quà bé bé là gói trà và shop rất vui vẻ dễ thương nữa
",0,0
