index,comment,label,predict
8239,"vải mỏng như lá lúa hình ảnh chỉ mang tính chất minh họa rẻ quá mà thời gian giao hàng nhanh
",1,0
4104,"mk mua màu số 2 nhìn ảnh thì là màu cam khi đánh lên lại là màu hồnggiao hàng nhanh nh chất lượng không được như yêu cầu sơn rất khô split đúng là hình ảnh chỉ mang tính chất minh họa
",1,0
1083,"chất vải ok nhưng giao không đúng combo như hình
",1,0
10381,"cảm ơn sản phẩm bên bạn nha
",1,0
2310,"mới mua vài hôm đã sục giá rồi
",1,0
13310,"chưa đúng màu với trong ảnh
",1,0
8395,"siêu ngọt
",1,0
1002,"sơn chuẩn nhưng mình check code hết hạn rồi
",1,0
1482,"lông rửa mặt rất rất
",1,0
4304,"tuyệt vời và thật hạnh phúc khi bi giờ cũng đã có bộ phim cgđthq rồi v sẽ tiếp tục ủng hộ tiki nhen
",1,0
15028,"mới nhận hàng chiều nay mình tét ngày thấy cũng được nhưng mà nói chung không chê được hẵn những vết thâm sau mụn nhiều lắm có điều bên ngoài em này nhỏ gọn nhìn đáng yêu lắm tiện cho vào túi có điều hơi ướt ướt không biết nó vậy rồi hay là do nóng quá nên em nó chảy mồ hôi nữa hi
",1,0
15884,"chất lượng sản phẩm tạm được gối mềm hơi cũ
",1,0
13322,"mẫu mã thì ok nhưng chất lượng không ổn lắm chỉ giữ nhiệt được tốt trong khoảng 30 45 phút
",1,0
10190,"sản phẩm chính hãng chất lượng tốt đóng gói cẩn thận giao hàng nhanh gọn nhược điểm tai nghe to quá không phù hợp với người việt nghe hay bị đau tai chất lượng thì khỏi bàn good giá giảm khá xâu không như những trang mạng khác bán đầu dê treo thịt chó
",1,0
10375,"mình chưa cần biết chất lượng như thế nào nhưng cách chủ shop support với khách quad là thiếu lịch sự luôn ăn nói cộc lốc trống không
",1,0
8023,"lỗi do winphone ít phần mềm nghịch ngợm vui vẻ nhìn sang androi và ios vẫn thấy gato về pokemon go bigo live azar
",1,0
4747,"thức ăn quá ít về số lượng và chất lượng sàn nhà rất trơn
",1,0
10269,"chất lượng sản phẩm tuyệt vời chất lượng sản phẩm kém
",1,0
14053,"bị móp shop ơi
",1,0
6067,"đưa nhầm size to giày hơi cứng
",1,0
33,"shop giao hàng kh giống màu
",1,0
13558,"mình mua mặt nạ ngủ shop giáo mặt nạ môi pó tay
",1,0
1297,"lẽ ra cho 5 nhưng mà quần có 10c thì lại trùng màu và nhầm số nên 1 nhé split chất lượng tốt n thái độ nc với khách m không thích
",1,0
2299,"đóng gói hàng cẩn thận sản phẩm ít bọt rửa xong thấy da khô căng nên dùng thêm với xịt khoáng để dưỡng ẩm
",1,0
13225,"máy lắp lên đẹp lắm mỗi tội là không ra gì
",1,0
2390,"cổ áo nhỏ quá trời vai cũng được split không thích cái cổ áo gì hết cái có rất rất rất nhỏ luôn ý
",1,0
6558,"thiết kế đẹp nhỏ gọn tuy nhiên chất lượng chưa cao nghe bị rè tôi rất muốn bảo hành nhưng hết hạn mất rồi
",1,0
9124,"ít tôm và ít dẻo 60 đăng ký gói dịch vụ giao hàng nhanh 8 8 dag ký mua 13 8 mới nhận được hàngk được hài lòng cách ship hàg của shop
",1,0
8360,"sách rất đáng đồng tiền bát gạo đẹp từ chất lượng tới nội dung nhưng tôi phê bình nghiêm khắc việc giao hàng hết sức chậm trễ luôn trễ hẹn mong tiki cố gắng khắc phục
",1,0
744,"đã được đổi sản phẩm khác dùng ok nhân viên bán hàng nhiệt tình
",1,0
15624,"thời gian giao hàng rất nhanh tuy nhiên túi hơi nát nhưng không sao đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt
",1,0
15271,"hình dáng ổn nhưng mùi cao su nhiềuhàng china có thể độc hại
",1,0
2876,"lưỡi quá mềm bồng sơn dùng tay bẻ nhẽ đã oãi
",1,0
6348,"đóng gói sản phẩm đẹp và chắc
",1,0
9443,"giá cả chấp nhận được chất lượng sản phẩm tạm được thời gian giao hàng rất nhanh
",1,0
15497,"đóng gói vận chuyển không ổn bị móp vỏ split
",1,0
6632,"quần hơi nhỏ đũng cao nếu bé đóng bỉm sẽ không vừa
",1,0
14792,"dép trong hình thì đẹp ngoài không đẹp lắm
",1,0
11963,"thí shop sent me a wrong option case i bought 5 iphone 6 cases and i received 3 iphone 7 plus case what can i do with a wrong case
",1,0
10316,"hơi khô và cứng
",1,0
1508,"chuyển hàng quá lâu đợi mãi mới nhận được chất lượng hàng thì ok
",1,0
1024,"dù còn dùng được nhưngbộ phát cũ và bị xước khá nhiều split cũng bị hỏng nút nguồn nữa split thêm vào đó là tiền ship khá đắt nữa split và giao cáp kết nối cũng hỏng rồi split chưa hài lòng lắm về sản phẩm split mong shop có thể cải thiện split
",1,0
6611,"chụp bằng phần mềm này nước ảnh trong và tươi hơn cam của iphone nhưng có độ trễ chụp vật thể chuyển động sẽ bị nhòe không có chức năng làm mịn ảnh dùng phần mềm microsoft selfie thích hơn
",1,0
4288,"con lăn chưa dùng đã bị bông lớp lót tay cầm split chồng đi công tác nên giờ mới khui ra xem được lúc đóng gói cũng không đẹp và kĩ nữa split
",1,0
5375,"đẹp nhưng giao không đúng màu mình chọn chọn nâu gởi hồng nên không hài lòng lắm
",1,0
398,"giá rẻ nhưng tinh dầu loãng nắp lọ không thuận tiện
",1,0
3101,"balo bé tạm được tiền ship còn mã hơn tiền đồ
",1,0
12633,"đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh nhưg sản phẩm không đúng theo như miêu tả đặt màu đen mà giao màu trắng là sao
",1,0
2664,"chiều dài vừa chiều rộng quá rộng
",1,0
10260,"shiper dê quá hàng đẹp mùi thơm
",1,0
4121,"thời gian giao hàng rất nhanh
",1,0
3467,"mùi bột nêm ăn lợ hơi đau bụng rẻ thì không chất lượng rồi
",1,0
3024,"giống xiaomi 96.69%.MÀ% cục 10000 MỚI của xiaomi ngon hơn giá rẻ hơn nữa nữa
",1,0
14263,"giày rất thô không đẹp
",1,0
8696,"gần như hình
",1,0
11759,"như thời ware tàu đẹp long lanh thời đầu vài tháng hoặc năm sau mới biết chất lượng
",1,0
15316,"mình mới đặt tối thứ 6 hôm qua mà sáng nay tiki đã giao đến rồi giao hàng rất nhanhkhông biết có phải vì quá gấp hay không mà hộp đóng gói rất xuề xoà không cẩn thận hộp bị móp méo rất mất thẩm mĩ split album có thiết kế đẹp hay vỏ bìa rất dễ trầy
",1,0
3795,"bt
",1,0
8814,"giày mới chưa đi đã sứt món rồi đúng là tiền nào của lấy
",1,0
15530,"mới đầu sử dụng thì rất tốt được 1 tháng thì đơ mẹ nó màn hình
",1,0
4676,"hàng như xử dụng rồi cẩn thận nha mấy bạn ơi
",1,0
15759,"chất không thích lắm
",1,0
13028,"đẹp thì có depk biết có bị rỉ không
",1,0
10304,"tốt nhưng rế rách
",1,0
5496,"đồng hồ đẹp nhưng dây da rất tệ ảnh như hình
",1,0
367,"tất quá xầu
",1,0
7637,"hàng không như được mong muốn quá mỏng manh đóng gói sản phẩm rất đẹp và chắc chắn
",1,0
12579,"sản phẩm phù hợp với hiện trạng da của tôi cải thiện tình trạng mụn và dầu
",1,0
1670,"giống hình sản phẩm với giá tiền vẫn đắt
",1,0
7821,"đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vờigiao nhầm vị bạc hà sáng vị nhỏ không thích
",1,0
740,"sản phẩm dùng thử bị kích ứng gây mẩn đỏ da
",1,0
5270,"chưa hài lòng với sản phẩm
",1,0
2218,"sản phẩm hơi nhăn
",1,0
12243,"đóng gói sản phẩm rất đẹp và chắc chắn hàng y ảnh 100%% mẫu mã đẹp cầm chắc tay nhỏ gọn mk thấy khá tiện sửa bài khi sử dụng sạc chậm nhah tụt pin không hài lòg
",1,0
10032,"rửa sống rất là khô da cứ như là tẩy da mạnh lắm ý dù da của mình là da dầu nhé
",1,0
11711,"terrible seller service quality terrible seller service quality terrible seller service quality
",1,0
13079,"sony m4aqua dùng giật lag lắm bạn ạ
",1,0
7520,"sao giống nilông quá v bạn mình đốt nó bén lửa luôn ấy
",1,0
5998,"giao hàng chậm hàng ok đóng gói sản phẩm rất đẹp và chắc chắn lúc đặt hàng free phí chuyển đến khi nhận hàng phải trả thêm khoản ship
",1,0
1374,"giá cả chấp nhận được mạng toàn nổi mạng em
",1,0
11210,"sản phẩm cũng tốt
",1,0
134,"váy nhỏ sao với kích thước bé nhà mình 19kg đã chọn size lớn nhất nhưng vẫn hok vừa hic
",1,0
3131,"chất lượng sản phẩm không tốt từ form dáng đến chất liệu tuy nhiên đóng gói sản phẩm rất đẹp và chắc chắn
",1,0
8749,"không ok lắm
",1,0
10220,"rẻ tiền có khác châdt liệu tạm ổn hơi mỏng thô mà giống hình giao nhanh
",1,0
15129,"hẹn giao thứ 2 nhưng trưa thứ 6 mới nhận dcthat vòng
",1,0
12066,"sản phẩm ok giao hàng nhanh nhưng phục vụ kém
",1,0
4807,"giày bé hơn so với sz chuẩn
",1,0
14142,"cổ giày chân trái méo đi cọ vào cổ chân khá đauchất liệu khá cứng không được êm
",1,0
